model_id,plot_type,path,source_run,note
exdqlm_multivar_synth_keep,cutoff_window_posterior_samples,SOURCE_RUNTIME_REFERENCE,selected_model_20221225_exdqlm_multivar_keep_authoritative_rdata_retained_current_20260623,style=publication_focus_v2; exact_interval=95_from_cache; observed_split=fit_vs_heldout
exdqlm_multivar_synth_keep,cutoff_window_posterior_samples_pdf,SOURCE_RUNTIME_REFERENCE,selected_model_20221225_exdqlm_multivar_keep_authoritative_rdata_retained_current_20260623,paired_with=cutoff_window_posterior_samples; style=publication_focus_v2
exdqlm_multivar_synth_keep,cutoff_window_posterior_samples_with_raw_ensembles,SOURCE_RUNTIME_REFERENCE,selected_model_20221225_exdqlm_multivar_keep_authoritative_rdata_retained_current_20260623,style=publication_focus_v2; exact_interval=95_from_cache; includes_adapter_scale_retrospectives_and_ensemble_references
exdqlm_multivar_synth_keep,cutoff_window_posterior_samples_with_raw_ensembles_pdf,SOURCE_RUNTIME_REFERENCE,selected_model_20221225_exdqlm_multivar_keep_authoritative_rdata_retained_current_20260623,paired_with=cutoff_window_posterior_samples_with_raw_ensembles; style=publication_focus_v2
exdqlm_multivar_synth_keep,cutoff_window_quantiles,SOURCE_RUNTIME_REFERENCE,selected_model_20221225_exdqlm_multivar_keep_authoritative_rdata_retained_current_20260623,segment_quantiles_on_log1p_cms
exdqlm_multivar_synth_keep,cutoff_window_sample_subset,SOURCE_RUNTIME_REFERENCE,selected_model_20221225_exdqlm_multivar_keep_authoritative_rdata_retained_current_20260623,deterministic_sample_cap=128
