"cutoff_date","forecast_start_date","model_id","model_family","model_variant","transfer_mode","lead_day","forecast_date","crps","n_samples_eff","n_samples_nominal","score_method","tau_rule","score_scale"
"2022-12-25","2022-12-26","exdqlm_multivar_synth_keep","synthesis","exdqlm_multivar_keep","keep",1,"2022-12-26","0.46722132582825210",2000,2000,"quantile_check_loss_sum","k_over_m_plus_1","log_cms_plus1"
"2022-12-25","2022-12-26","exdqlm_multivar_synth_keep","synthesis","exdqlm_multivar_keep","keep",2,"2022-12-27","0.88368267598969763",2000,2000,"quantile_check_loss_sum","k_over_m_plus_1","log_cms_plus1"
"2022-12-25","2022-12-26","exdqlm_multivar_synth_keep","synthesis","exdqlm_multivar_keep","keep",3,"2022-12-28","0.13034010209911084",2000,2000,"quantile_check_loss_sum","k_over_m_plus_1","log_cms_plus1"
"2022-12-25","2022-12-26","exdqlm_multivar_synth_keep","synthesis","exdqlm_multivar_keep","keep",4,"2022-12-29","0.66393367707677009",2000,2000,"quantile_check_loss_sum","k_over_m_plus_1","log_cms_plus1"
"2022-12-25","2022-12-26","exdqlm_multivar_synth_keep","synthesis","exdqlm_multivar_keep","keep",5,"2022-12-30","0.11629290554805063",2000,2000,"quantile_check_loss_sum","k_over_m_plus_1","log_cms_plus1"
"2022-12-25","2022-12-26","exdqlm_multivar_synth_keep","synthesis","exdqlm_multivar_keep","keep",6,"2022-12-31","1.9569543827626630",2000,2000,"quantile_check_loss_sum","k_over_m_plus_1","log_cms_plus1"
"2022-12-25","2022-12-26","exdqlm_multivar_synth_keep","synthesis","exdqlm_multivar_keep","keep",7,"2023-01-01","0.39953953038889461",2000,2000,"quantile_check_loss_sum","k_over_m_plus_1","log_cms_plus1"
"2022-12-25","2022-12-26","exdqlm_multivar_synth_keep","synthesis","exdqlm_multivar_keep","keep",8,"2023-01-02","0.10767517251136993",2000,2000,"quantile_check_loss_sum","k_over_m_plus_1","log_cms_plus1"
"2022-12-25","2022-12-26","exdqlm_multivar_synth_keep","synthesis","exdqlm_multivar_keep","keep",9,"2023-01-03","0.30800187679915081",2000,2000,"quantile_check_loss_sum","k_over_m_plus_1","log_cms_plus1"
"2022-12-25","2022-12-26","exdqlm_multivar_synth_keep","synthesis","exdqlm_multivar_keep","keep",10,"2023-01-04","0.16018215387132104",2000,2000,"quantile_check_loss_sum","k_over_m_plus_1","log_cms_plus1"
"2022-12-25","2022-12-26","exdqlm_multivar_synth_keep","synthesis","exdqlm_multivar_keep","keep",11,"2023-01-05","0.57405982314553716",2000,2000,"quantile_check_loss_sum","k_over_m_plus_1","log_cms_plus1"
"2022-12-25","2022-12-26","exdqlm_multivar_synth_keep","synthesis","exdqlm_multivar_keep","keep",12,"2023-01-06","0.11695125801966769",2000,2000,"quantile_check_loss_sum","k_over_m_plus_1","log_cms_plus1"
"2022-12-25","2022-12-26","exdqlm_multivar_synth_keep","synthesis","exdqlm_multivar_keep","keep",13,"2023-01-07","0.22978326709533570",2000,2000,"quantile_check_loss_sum","k_over_m_plus_1","log_cms_plus1"
"2022-12-25","2022-12-26","exdqlm_multivar_synth_keep","synthesis","exdqlm_multivar_keep","keep",14,"2023-01-08","0.40996193623950561",2000,2000,"quantile_check_loss_sum","k_over_m_plus_1","log_cms_plus1"
"2022-12-25","2022-12-26","exdqlm_multivar_synth_keep","synthesis","exdqlm_multivar_keep","keep",15,"2023-01-09","1.6124168146539437",2000,2000,"quantile_check_loss_sum","k_over_m_plus_1","log_cms_plus1"
"2022-12-25","2022-12-26","exdqlm_multivar_synth_keep","synthesis","exdqlm_multivar_keep","keep",16,"2023-01-10","0.44738403631767137",2000,2000,"quantile_check_loss_sum","k_over_m_plus_1","log_cms_plus1"
"2022-12-25","2022-12-26","exdqlm_multivar_synth_keep","synthesis","exdqlm_multivar_keep","keep",17,"2023-01-11","0.41973387002185270",2000,2000,"quantile_check_loss_sum","k_over_m_plus_1","log_cms_plus1"
"2022-12-25","2022-12-26","exdqlm_multivar_synth_keep","synthesis","exdqlm_multivar_keep","keep",18,"2023-01-12","0.38553082532321620",2000,2000,"quantile_check_loss_sum","k_over_m_plus_1","log_cms_plus1"
"2022-12-25","2022-12-26","exdqlm_multivar_synth_keep","synthesis","exdqlm_multivar_keep","keep",19,"2023-01-13","0.49694197270378782",2000,2000,"quantile_check_loss_sum","k_over_m_plus_1","log_cms_plus1"
"2022-12-25","2022-12-26","exdqlm_multivar_synth_keep","synthesis","exdqlm_multivar_keep","keep",20,"2023-01-14","1.5835648480155329",2000,2000,"quantile_check_loss_sum","k_over_m_plus_1","log_cms_plus1"
"2022-12-25","2022-12-26","exdqlm_multivar_synth_keep","synthesis","exdqlm_multivar_keep","keep",21,"2023-01-15","0.76452739257893387",2000,2000,"quantile_check_loss_sum","k_over_m_plus_1","log_cms_plus1"
"2022-12-25","2022-12-26","exdqlm_multivar_synth_keep","synthesis","exdqlm_multivar_keep","keep",22,"2023-01-16","1.0401068149799155",2000,2000,"quantile_check_loss_sum","k_over_m_plus_1","log_cms_plus1"
"2022-12-25","2022-12-26","exdqlm_multivar_synth_keep","synthesis","exdqlm_multivar_keep","keep",23,"2023-01-17","0.55020131536504024",2000,2000,"quantile_check_loss_sum","k_over_m_plus_1","log_cms_plus1"
"2022-12-25","2022-12-26","exdqlm_multivar_synth_keep","synthesis","exdqlm_multivar_keep","keep",24,"2023-01-18","0.36422220182017589",2000,2000,"quantile_check_loss_sum","k_over_m_plus_1","log_cms_plus1"
"2022-12-25","2022-12-26","exdqlm_multivar_synth_keep","synthesis","exdqlm_multivar_keep","keep",25,"2023-01-19","0.29932626582441285",2000,2000,"quantile_check_loss_sum","k_over_m_plus_1","log_cms_plus1"
"2022-12-25","2022-12-26","exdqlm_multivar_synth_keep","synthesis","exdqlm_multivar_keep","keep",26,"2023-01-20","0.22074136341041500",2000,2000,"quantile_check_loss_sum","k_over_m_plus_1","log_cms_plus1"
"2022-12-25","2022-12-26","exdqlm_multivar_synth_keep","synthesis","exdqlm_multivar_keep","keep",27,"2023-01-21","0.18188392862211933",2000,2000,"quantile_check_loss_sum","k_over_m_plus_1","log_cms_plus1"
"2022-12-25","2022-12-26","exdqlm_multivar_synth_keep","synthesis","exdqlm_multivar_keep","keep",28,"2023-01-22","0.17439183587132456",2000,2000,"quantile_check_loss_sum","k_over_m_plus_1","log_cms_plus1"
"2022-12-25","2022-12-26","glofas_ensemble","ensemble","glofas",NA,1,"2022-12-26","0.29275005927285125",51,51,"quantile_check_loss_sum","k_over_m_plus_1","log_cms_plus1"
"2022-12-25","2022-12-26","glofas_ensemble","ensemble","glofas",NA,2,"2022-12-27","2.7504511840811268",51,51,"quantile_check_loss_sum","k_over_m_plus_1","log_cms_plus1"
"2022-12-25","2022-12-26","glofas_ensemble","ensemble","glofas",NA,3,"2022-12-28","0.95526630097637522",51,51,"quantile_check_loss_sum","k_over_m_plus_1","log_cms_plus1"
"2022-12-25","2022-12-26","glofas_ensemble","ensemble","glofas",NA,4,"2022-12-29","0.44077134001975410",51,51,"quantile_check_loss_sum","k_over_m_plus_1","log_cms_plus1"
"2022-12-25","2022-12-26","glofas_ensemble","ensemble","glofas",NA,5,"2022-12-30","1.2716038122876172",51,51,"quantile_check_loss_sum","k_over_m_plus_1","log_cms_plus1"
"2022-12-25","2022-12-26","glofas_ensemble","ensemble","glofas",NA,6,"2022-12-31","3.4284865317254907",51,51,"quantile_check_loss_sum","k_over_m_plus_1","log_cms_plus1"
