"component","component_contract","display_label","filename","relative_path","include_in_manuscript","source_support_generated_at_utc"
1,"raw_state_component","Raw state component 1","component_01_raw_state_component.png","analysis_figures/component_evolution/component_01_raw_state_component.png",FALSE,"2026-06-26T00:18:27Z"
2,"raw_state_component","Raw state component 2","component_02_raw_state_component.png","analysis_figures/component_evolution/component_02_raw_state_component.png",FALSE,"2026-06-26T00:18:27Z"
3,"raw_state_component","Raw state component 3","component_03_raw_state_component.png","analysis_figures/component_evolution/component_03_raw_state_component.png",FALSE,"2026-06-26T00:18:27Z"
4,"raw_state_component","Raw state component 4","component_04_raw_state_component.png","analysis_figures/component_evolution/component_04_raw_state_component.png",FALSE,"2026-06-26T00:18:27Z"
5,"raw_state_component","Raw state component 5","component_05_raw_state_component.png","analysis_figures/component_evolution/component_05_raw_state_component.png",FALSE,"2026-06-26T00:18:27Z"
6,"raw_state_component","Long-cycle seasonal component (about 82 months)","component_06_raw_state_component.png","analysis_figures/component_evolution/component_06_raw_state_component.png",FALSE,"2026-06-26T00:18:27Z"
7,"raw_state_component","Raw state component 7","component_07_raw_state_component.png","analysis_figures/component_evolution/component_07_raw_state_component.png",FALSE,"2026-06-26T00:18:27Z"
6,"component_6_plus_trend_component_1_samplewise","Component 6 plus trend component 1 (samplewise)","component_06_component_6_plus_trend_component_1_samplewise.png","analysis_figures/component_evolution/component_06_component_6_plus_trend_component_1_samplewise.png",FALSE,"2026-06-26T00:18:27Z"
6,"component_6_minus_trend_component_1_samplewise","Component 6 minus trend component 1 (samplewise)","component_06_component_6_minus_trend_component_1_samplewise.png","analysis_figures/component_evolution/component_06_component_6_minus_trend_component_1_samplewise.png",FALSE,"2026-06-26T00:18:27Z"
