"target_date","member_00","member_01","member_02","member_03","member_04","member_05","member_06","member_07","member_08","member_09","member_10","member_11","member_12","member_13","member_14","member_15","member_16","member_17","member_18","member_19","member_20","member_21","member_22","member_23","member_24","member_25","member_26","member_27","member_28","member_29","member_30","member_31","member_32","member_33","member_34","member_35","member_36","member_37","member_38","member_39","member_40","member_41","member_42","member_43","member_44","member_45","member_46","member_47","member_48","member_49","member_50"
"2021-02-03",20.859375,2.90625,5.703125,6.625,2.65625,8.6875,8.953125,4.265625,4.578125,2.84375,4.03125,8.109375,11.046875,11.78125,8.328125,1.921875,6.8125,4.53125,7.453125,12.828125,6.796875,1.078125,8.046875,12.109375,7.875,6.734375,5.15625,4.75,3.15625,14.984375,8.53125,11.875,14.40625,2.78125,5.703125,17.234375,4.484375,8.171875,36.90625,8.671875,6.90625,12.046875,15.84375,3.21875,7.921875,11.75,7.359375,13.421875,3.8125,18.53125,4.421875
"2021-02-04",10.890625,2.03125,3.65625,4.140625,1.875,5.40625,5.375,2.859375,3.03125,1.984375,2.703125,4.953125,6.40625,6.8125,5.046875,1.40625,4.25,2.984375,4.640625,7.265625,4.25,0.828125,4.90625,6.921875,4.8125,4.21875,3.34375,3.109375,2.171875,8.28125,5.140625,6.8125,8.0625,1.9375,3.640625,9.421875,2.953125,4.96875,20.015625,5.21875,4.3125,6.890625,8.671875,2.21875,4.84375,6.796875,4.546875,7.546875,2.5625,9.890625,2.921875
"2021-02-05",6.34375,1.46875,2.484375,2.765625,1.359375,11.90625,3.515625,1.984375,2.125,1.4375,1.890625,3.21875,4.296875,4.25,3.28125,1.046875,3.640625,2.078125,3.140625,4.5,2.84375,0.65625,3.203125,4.3125,3.140625,2.8125,2.28125,2.15625,1.5625,5.015625,3.34375,4.25,4.90625,1.421875,2.46875,8.53125,2.21875,3.234375,15.125,3.375,2.875,4.296875,5.234375,1.59375,3.171875,4.328125,3,4.640625,1.8125,5.84375,2.03125
"2021-02-06",4,1.09375,1.78125,1.96875,1.03125,7,2.390625,1.4375,1.734375,2.875,1.375,2.21875,5.03125,2.828125,2.296875,0.8125,3.65625,1.734375,2.40625,3.578125,17.390625,0.53125,2.203125,2.859375,2.171875,1.984375,1.640625,6.875,1.171875,6,2.296875,2.828125,3.203125,1.0625,1.75,5.25,1.59375,2.21875,12.5625,2.3125,2,5.890625,3.390625,4.15625,2.1875,2.875,2.078125,3.046875,1.328125,3.71875,1.46875
"2021-02-07",2.671875,0.84375,1.3125,1.609375,0.796875,4.359375,1.703125,1.078125,6.765625,2.203125,1.046875,1.59375,3.46875,2,1.65625,0.640625,14.515625,1.375,1.734375,2.46875,9.625,3.625,1.59375,2,1.609375,1.453125,3.484375,4.4375,4.171875,3.875,1.9375,2.296875,8.46875,0.828125,1.296875,3.390625,2.078125,4.25,7.234375,1.671875,1.453125,12.4375,2.34375,2.875,1.5625,2.046875,1.5,4.125,1,2.515625,2.46875
"2021-02-08",1.875,0.671875,0.984375,1.21875,0.625,2.890625,1.25,0.84375,4.359375,1.84375,0.796875,1.1875,2.421875,1.46875,1.21875,0.515625,10.625,1.03125,1.28125,3.140625,5.71875,2.8125,1.21875,1.453125,1.203125,2.578125,2.53125,2.9375,4.046875,2.609375,2.046875,17.578125,7.25,0.703125,1.015625,20.140625,3.625,3.65625,9.828125,1.234375,1.09375,7.234375,1.671875,2,1.171875,1.53125,1.125,2.8125,5.5,1.78125,4.53125
"2021-02-09",1.375,3.03125,0.765625,1.109375,0.515625,2.015625,2.390625,0.6875,2.90625,1.375,0.640625,0.921875,1.734375,1.09375,0.9375,0.5,6.25,0.8125,0.96875,6.890625,3.671875,2.015625,0.9375,1.09375,17.5625,2.5625,1.796875,2.046875,2.90625,1.84375,18.28125,20.21875,4.53125,3.78125,0.890625,16.125,2.640625,2.53125,5.984375,0.9375,0.84375,4.484375,1.25,1.453125,0.90625,1.375,0.859375,2.828125,6.578125,1.375,4.53125
"2021-02-10",1.3125,6.484375,0.609375,0.90625,4.40625,1.453125,5.078125,1,2.03125,4,0.515625,0.734375,1.28125,0.84375,0.734375,1.03125,3.953125,1.484375,0.75,4.390625,2.59375,1.453125,0.75,0.84375,24.46875,1.84375,1.3125,1.953125,5.390625,1.34375,27.6875,12.640625,2.984375,13.875,3.578125,9.375,1.859375,1.796875,3.84375,0.734375,0.65625,4.046875,2.09375,1.09375,0.71875,2.5,0.671875,12.1875,5.671875,1.03125,3.0625
"2021-02-11",2.15625,4.96875,0.484375,0.71875,7.5625,1.09375,5.25,0.796875,1.484375,2.78125,0.421875,0.59375,0.96875,0.65625,1.015625,0.84375,12.4375,1.140625,0.59375,2.921875,1.84375,3.15625,0.671875,0.65625,24.484375,1.34375,2.0625,1.4375,3.5625,1.015625,29.53125,7.21875,2.078125,8.390625,2.515625,6.4375,1.359375,1.328125,2.59375,0.578125,0.546875,8.671875,1.5625,0.859375,0.5625,1.8125,0.546875,7.3125,4.078125,0.796875,2.515625
"2021-02-12",2.921875,3.359375,0.4375,0.578125,8.734375,0.953125,4.328125,1.3125,1.15625,1.953125,1.75,0.484375,1.796875,0.90625,0.8125,0.6875,18.125,0.96875,0.484375,2.03125,1.34375,2.25,0.96875,0.578125,20.109375,1.015625,1.578125,1.078125,2.421875,0.78125,23.53125,4.46875,1.515625,18.203125,1.78125,7.1875,1.03125,1.078125,1.859375,0.46875,0.4375,11.0625,1.15625,0.671875,0.46875,1.34375,0.4375,9.734375,7.71875,0.640625,4.703125
"2021-02-13",3.09375,2.296875,0.375,0.515625,5.484375,0.734375,2.890625,1.078125,0.90625,7.703125,1.890625,0.453125,10.703125,1.296875,0.640625,0.5625,18.171875,4.828125,0.40625,1.46875,1.015625,1.609375,1.578125,0.46875,10.703125,0.859375,1.171875,0.828125,1.984375,0.625,13.34375,2.953125,1.125,19.078125,1.3125,4.53125,1.25,0.828125,1.359375,1.078125,0.375,7.03125,0.890625,0.546875,0.375,1.484375,0.359375,6.125,12.875,0.515625,9.828125
"2021-02-14",3.375,1.65625,0.3125,0.421875,3.53125,0.59375,2.015625,0.828125,1.0625,9.21875,1.765625,0.375,6.671875,3,0.515625,0.453125,20.15625,5.59375,0.328125,1.09375,0.8125,1.1875,1.203125,0.390625,6.234375,0.828125,0.890625,0.65625,3.40625,0.5,11.28125,2.046875,0.859375,13.453125,1,3,1.28125,0.65625,1.71875,2.015625,2.765625,4.390625,0.703125,0.4375,0.3125,1.6875,0.3125,4.125,7.484375,0.421875,15.8125
"2021-02-15",17.453125,1.234375,0.265625,2.921875,2.515625,0.484375,2.09375,0.65625,0.875,5.59375,1.421875,1.328125,10.15625,2.15625,0.421875,0.375,17.40625,3.640625,0.328125,1.921875,0.671875,0.921875,0.921875,0.390625,5.84375,0.65625,0.703125,0.53125,3.265625,0.421875,6.640625,1.484375,0.6875,15.546875,0.78125,5,0.984375,0.53125,3.109375,3.421875,2.40625,12.6875,0.5625,0.359375,0.265625,1.265625,0.265625,3.390625,11.640625,0.34375,16.609375
"2021-02-16",13.546875,0.9375,0.234375,4.140625,1.96875,0.390625,1.53125,0.53125,0.6875,3.59375,1.078125,2.78125,6.078125,8.359375,0.34375,0.671875,24.34375,2.46875,0.28125,1.453125,0.703125,0.71875,0.71875,0.328125,4.1875,0.53125,0.5625,0.421875,7.59375,0.40625,4.234375,1.109375,0.546875,13.65625,0.625,3.484375,0.765625,0.4375,2.203125,7.390625,1.71875,8.609375,0.453125,0.3125,0.25,0.953125,0.21875,2.46875,13.5625,0.296875,9.15625
"2021-02-17",7.71875,10.046875,0.203125,4.53125,6.84375,0.328125,1.453125,0.5,0.640625,2.4375,0.875,2.015625,3.859375,5.515625,0.8125,9.421875,35.234375,2.203125,0.25,1.71875,3.984375,0.578125,0.578125,0.28125,3.359375,1.4375,0.46875,0.359375,35.921875,1.03125,11.671875,0.859375,0.453125,8.3125,0.5,2.390625,0.9375,0.390625,1.59375,8.984375,1.296875,6.5625,1.578125,0.703125,0.21875,0.75,0.1875,1.75,7.734375,0.25,5.484375
"2021-02-18",4.875,12.953125,0.609375,4.796875,4.4375,0.28125,1.109375,0.40625,4.953125,1.734375,0.6875,7.9375,2.59375,3.546875,0.8125,13.4375,23.671875,9.984375,0.21875,1.328125,22.09375,0.859375,0.46875,0.234375,2.3125,4.640625,0.40625,0.296875,18.390625,1.953125,14.109375,0.671875,0.375,5.078125,0.421875,1.703125,0.765625,0.4375,1.1875,6.59375,1.4375,4.15625,1.3125,0.703125,0.1875,0.59375,0.171875,1.3125,4.734375,0.21875,13.796875
"2021-02-19",3.453125,7.453125,0.53125,3.296875,3.609375,0.234375,0.875,0.34375,6.21875,6.015625,0.578125,7.484375,1.828125,2.40625,2.71875,7.6875,12.734375,6.46875,0.1875,5.359375,20.40625,0.71875,0.421875,0.203125,6.4375,3.3125,0.53125,0.765625,9.828125,2.375,19.359375,0.546875,0.3125,3.359375,0.359375,2.140625,0.609375,1.0625,0.90625,11.890625,5.453125,2.78125,1.015625,0.59375,0.15625,0.484375,0.15625,1,3.234375,0.1875,14.375
"2021-02-20",2.359375,5.765625,3.21875,2.421875,2.953125,0.203125,0.765625,2.34375,4.171875,4.78125,0.5,6.671875,1.34375,1.71875,2.75,5.53125,7.234375,4.28125,0.15625,3.578125,11.109375,0.5625,0.453125,0.453125,6.046875,3.15625,0.515625,15.578125,5.8125,9.484375,10.40625,0.4375,0.265625,2.328125,0.296875,1.578125,0.625,2.40625,2.96875,10.546875,5.234375,1.953125,0.796875,7.03125,0.140625,0.390625,0.125,0.78125,2.234375,0.15625,13.09375
