"time","ELI_lon"
76916,179.887782537368
76917,181.412472796518
76918,182.182335466179
76919,182.856375358166
76920,184.693904271792
76921,185.230771898992
76922,187.161142356629
76923,187.047191485371
76924,186.36997188066
76925,184.809807034685
76926,183.972258032527
76927,183.992092337917
76928,185.201527711985
76929,187.070910537152
76930,187.72500484637
76931,189.822888589398
76932,192.623059866962
76933,193.464138222709
76934,193.610392574559
76935,191.399523229864
76936,191.266044628752
76937,190.549967690626
76938,190.771773534817
76939,189.771550855992
76940,188.14455180089
76941,186.926213418987
76942,186.446283750371
76943,187.540248881976
76944,188.119668716525
76945,189.148706467662
76946,190.234497452978
76947,190.459100930916
76948,190.020695364238
76949,189.892021383901
76950,190.030704630284
76951,190.206802755041
76952,189.083693941778
76953,188.372195836702
76954,189.636055706659
76955,189.837159236296
76956,191.322351736247
76957,192.614869184617
76958,192.311079690207
76959,193.047460977093
76960,194.222950572634
76961,193.217783505155
76962,193.836381239243
76963,195.219613865731
76964,197.25141022886
76965,195.917860976919
76966,194.969162876327
76967,195.433644633437
76968,195.454897991377
76969,195.064057591623
76970,193.989266737513
76971,189.99651937046
76972,186.31407790927
76973,185.245721419568
76974,184.293386536792
76975,183.71128899038
76976,183.504576246757
76977,182.576601841873
76978,184.602068078369
76979,184.679251269036
76980,184.397824087521
76981,184.738673410682
76982,184.830710561884
76983,184.100269080235
76984,182.396630820837
76985,181.492403447944
76986,181.018841738803
76987,180.411046400154
76988,181.205019351718
76989,182.109895678829
76990,182.908021242323
76991,183.762469148499
76992,185.049022117551
76993,186.06204801125
76994,186.460885618
76995,187.5537363244
76996,189.005644995371
76997,189.756283877139
76998,189.854351760448
76999,190.368199733541
77000,190.639340825227
77001,189.77941839495
77002,188.277651896609
77003,185.796526397172
77004,185.194099795897
77005,184.349066959385
77006,184.521158098397
77007,186.939645118294
77008,190.214077325772
77009,192.45022264631
77010,193.313937568456
77011,192.149706728641
77012,190.733819266362
77013,188.695220669772
77014,185.128035230352
77015,182.658614619425
77016,182.378978270413
77017,181.103833463818
77018,183.208181921417
77019,185.594278302437
77020,189.598910018553
77021,190.782934045731
77022,190.299065285334
77023,188.166045665912
77024,185.23066314554
77025,185.106624371285
77026,185.743831458171
77027,184.538488346158
77028,182.883041437729
77029,183.011965139326
77030,181.805986167422
77031,180.483351945457
77032,180.749787871931
77033,179.326386577926
77034,178.51875819135
77035,178.957271878775
77036,181.08895167576
77037,183.615317299006
77038,183.043188994136
77039,182.898504034065
77040,182.774748603352
77041,182.074256718125
77042,183.281932252982
77043,184.963677242766
77044,184.480668105834
77045,184.240506150547
77046,184.623745259871
77047,185.175498753117
77048,183.717760681869
77049,182.369533979488
77050,182.231049438712
77051,181.869617156016
77052,179.914160473758
77053,179.677495157799
77054,180.646906077348
77055,181.033629577919
77056,181.296439873418
77057,180.501172208014
77058,181.14672879924
77059,181.619922121658
77060,180.026886689865
77061,178.138979988883
77062,178.402939529675
77063,180.265112310064
77064,183.279290605607
77065,184.393834828617
77066,185.599760862049
77067,184.356936252269
77068,184.177129471891
77069,183.410551796547
77070,184.941846171857
77071,185.681286973669
77072,186.660313836551
77073,185.980219904783
77074,181.906987430333
77075,179.287913005816
77076,178.34744732577
77077,179.872292734047
77078,180.288739490959
77079,180.681286063027
77080,182.579995622675
77081,180.783724340176
77082,181.084588808337
77083,181.609554915855
77084,178.140591936741
77085,174.829114299265
77086,172.94301512074
77087,171.975357621815
77088,172.325859409432
77089,172.40978333519
77090,171.784044310286
77091,171.847932899174
77092,173.503322452786
77093,176.486168267032
77094,180.638379956074
77095,183.007997630332
77096,183.128589960179
77097,184.808018642447
77098,187.235235988201
77099,186.63481392557
77100,186.233219515196
77101,186.345837456705
77102,190.321478544776
77103,192.671605932674
77104,189.613702709014
77105,191.715626452813
77106,191.671915469743
77107,188.623566723591
77108,185.26385255648
77109,185.423855007119
77110,181.045064252336
77111,181.683300506472
77112,181.674533078308
77113,181.794650850492
77114,181.516708773541
77115,180.407963484795
77116,180.105237038767
77117,183.054186007019
77118,184.129826148952
77119,185.20696859226
77120,185.675217826445
77121,185.885158359931
77122,186.046428571428
77123,184.705525178027
77124,181.284261172824
77125,181.164091023543
77126,180.681128442762
77127,179.431970061481
77128,178.770773882321
77129,179.337137727622
77130,179.070234113712
77131,180.37182762493
77132,182.029817999764
77133,182.088025112834
77134,180.670692409386
77135,180.580615085618
77136,181.919709663821
77137,183.97246910904
77138,184.170828275025
77139,181.475875715729
77140,181.291823672836
77141,180.421191291323
77142,179.964726918076
77143,180.224793680096
77144,184.359240983776
77145,185.396929824561
77146,184.634046712109
77147,184.023335166483
77148,182.982071263907
77149,182.250241484494
77150,182.929991924086
77151,183.623100420988
77152,187.341253932812
77153,189.151368388684
77154,190.236193783069
77155,189.685726846424
77156,187.856063528807
77157,187.315463983594
77158,189.958500187711
77159,193.158087780116
