"time","nino12","nino3","nino34","nino4"
"1987-05-29",0.977792269859894,0.582803695409082,0.47915998867224,0.435172489820281
"1987-05-30",0.955734792639332,0.49223274562549,0.443534989800537,0.458539989047917
"1987-05-31",0.822566930267894,0.462357771976855,0.432247489792295,0.452253739227541
"1987-06-01",0.856694950798197,0.434508220628944,0.486496238402091,0.515108737795614
"1987-06-02",0.868373591769158,0.407747437790305,0.625302485162159,0.680089983969461
"1987-06-03",0.900431070435405,0.373412160582066,0.661763734631008,0.677416234229924
"1987-06-04",1.08693661664842,0.352644292445969,0.601192486104323,0.521224988145754
"1987-06-05",1.13258651973695,0.403738269355528,0.603319985725218,0.423213740009582
"1987-06-06",1.01932721410329,0.395194822954176,0.505359988024458,0.363523741053883
"1987-06-07",0.918269084046268,0.359257128492547,0.386681240425911,0.200724994922755
"1987-06-08",0.920973198842391,0.359830164441974,0.428067490123911,0.225147494675359
"1987-06-09",0.97464400107086,0.39675869027847,0.401734990561614,0.394169991000555
"1987-06-10",0.947472217983665,0.365307347103216,0.37652499115211,0.455107489125105
"1987-06-11",0.937433028519446,0.394410284597812,0.501998737992486,0.51290373783675
"1987-06-12",0.877713892268227,0.684019571428707,0.885267479052767,0.449108739294345
"1987-06-13",0.767935970688639,0.794284207475859,0.868478729151422,0.225404994295212
"1987-06-14",0.750940543146236,0.832144176975012,0.858399979616515,0.221006245024502
"1987-06-15",0.801299785198747,0.945967888032812,0.896529979747254,0.242221244460903
"1987-06-16",0.757230550213763,0.929400894935467,0.915917478477582,0.316786242695525
"1987-06-17",0.678190708828325,0.909115419590546,0.976989977080608,0.397304990767268
"1987-06-18",0.577126046564797,0.914686371262975,1.09264247452514,0.54232248754194
"1987-06-19",0.51326582731544,0.903089163546819,1.17589247163804,0.689383733652532
"1987-06-20",0.406505542820056,0.972916209874246,1.31222371973959,0.785337481712457
"1987-06-21",0.408713249589428,1.08354029589657,1.38884246747149,0.735417482466903
"1987-06-22",0.402677977915092,1.04827044879003,1.37156746866088,0.70901123384852
"1987-06-23",0.431998683385439,0.98694100620772,1.32493121878942,0.704972483489895
"1987-06-24",0.5435662837109,1.00845694682668,1.32580371953035,0.742438733319985
"1987-06-25",0.658380127760717,1.02590641451452,1.35224621789972,0.805143730933312
"1987-06-26",0.734376208654743,1.01923523276364,1.4067312165664,0.874166229185183
"1987-06-27",0.90827561683398,0.977462989730894,1.43413246584544,0.927684977950528
"1987-06-28",0.947106443569405,0.974085203159828,1.52675121369399,1.09965497420519
"1987-06-29",0.946577377428783,0.998166260926841,1.46965996584017,1.1150912241987
"1987-06-30",1.05840624637469,1.04382993976498,1.29716246917844,1.01807372637233
"1987-07-01",1.01461134023677,1.07426753050214,1.32173371897102,0.967673727728194
"1987-07-02",0.862991488058726,1.07357988739998,1.34864996914938,0.946516228437424
"1987-07-03",0.797831463004,1.13093662656363,1.35666246777633,0.886974978431361
"1987-07-04",0.86413453223584,1.21790786930303,1.28100747051649,0.782347481614677
"1987-07-05",0.934219442935725,1.28064489535441,1.23494872065098,0.678394984269049
"1987-07-06",0.920052231740204,1.33899663486868,1.2152587222897,0.521968737770338
"1987-07-07",0.797550602184011,1.39682951547065,1.22181622183137,0.431778739994857
"1987-07-08",0.808321339212684,1.39568135886259,1.25618497051648,0.409659990540938
"1987-07-09",0.769856284714987,1.35876950367961,1.29117746973457,0.444847489738371
"1987-07-10",0.759150864022336,1.33722751622619,1.32817121872585,0.487706238481449
"1987-07-11",0.798680581886061,1.32426335718242,1.34667121892283,0.554262487799162
