model_id,source_plot_type,canonical_png,pdf_path,quantiles_path,sample_subset_path,style_version,style_source_path,style_snapshot_path,rewritten_canonical_png,rendered_at_utc,source_run
exdqlm_univar_synth,cutoff_window_posterior_samples_focus,SOURCE_RUNTIME_REFERENCE,SOURCE_RUNTIME_REFERENCE,SOURCE_RUNTIME_REFERENCE,SOURCE_RUNTIME_REFERENCE,publication_focus_v2,SOURCE_WORKFLOW_REFERENCE,SOURCE_RUNTIME_REFERENCE,TRUE,2026-06-30T07:46:02Z,multimodel_20221225_v8_he2pubgdpc1r1_exdqlm_univar
exdqlm_univar_synth,cutoff_window_posterior_samples_with_raw_ensembles,SOURCE_RUNTIME_REFERENCE,SOURCE_RUNTIME_REFERENCE,SOURCE_RUNTIME_REFERENCE,SOURCE_RUNTIME_REFERENCE,publication_focus_v2,SOURCE_WORKFLOW_REFERENCE,SOURCE_RUNTIME_REFERENCE,FALSE,2026-06-30T07:46:04Z,multimodel_20221225_v8_he2pubgdpc1r1_exdqlm_univar
