"target_date","member_01","member_02","member_03","member_04","member_05","member_06","member_07"
"2022-05-12",1.36415553136375,1.36415553136375,1.36415553136375,1.36415553136375,1.36415553136375,1.36415553136375,1.36415553136375
"2022-05-13",1.34706604607862,1.34706604607862,1.34706604607862,1.34706604607862,1.34706604607862,1.34706604607862,1.34706604607862
"2022-05-14",1.32831118264989,1.32831118264989,1.32831118264989,1.32831118264989,1.32831118264989,1.32831118264989,1.32831118264989
"2022-05-15",1.30706160616933,1.30706160616933,1.30706160616933,1.30706160616933,1.30706160616933,1.30706160616933,1.30706160616933
"2022-05-16",1.2833103908259,1.2837224719659,1.2837224719659,1.2828944858872,1.2833103908259,1.2833103908259,1.2833103908259
"2022-05-17",1.25997123760308,1.25997123760308,1.26080491314349,1.25997123760308,1.25997123760308,1.26039004307193,1.26080491314349
"2022-05-18",1.23622152547626,1.23622152547626,1.23747392716656,1.23622152547626,1.23622152547626,1.23747392716656,1.23789171932609
"2022-05-19",1.21163822064787,1.21691218577242,1.2184548678145,1.21691218577242,1.21691218577242,1.2184548678145,1.21921931318379
